,Municipio,Año,Sexo,Tipo,Defunciones
21,        Vega de San Mateo,2021,Hombres,I. CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,"76,05"
23,        Agaete,2020,Hombres,I. CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,"0,00"
24,        Agüimes,2020,Hombres,I. CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,"18,57"
25,        Artenara,2020,Hombres,I. CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,....
26,        Arucas,2020,Hombres,I. CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,"20,92"
27,        Firgas,2020,Hombres,I. CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,"26,50"
28,        Gáldar,2020,Hombres,I. CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,"8,19"
29,        Ingenio,2020,Hombres,I. CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,"43,89"
30,        Mogán,2020,Hombres,I. CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,"9,43"
31,        Moya,2020,Hombres,I. CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,"0,00"
32,        Palmas de Gran Canaria (Las),2020,Hombres,I. CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,"36,02"
33,        San Bartolomé de Tirajana,2020,Hombres,I. CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,"39,56"
34,        Aldea de San Nicolás (La),2020,Hombres,I. CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,"0,00"
35,        Santa Brígida,2020,Hombres,I. CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,"54,78"
36,        Santa Lucía,2020,Hombres,I. CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,"24,37"
37,        Santa María de Guía,2020,Hombres,I. CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,"43,42"
38,        Tejeda,2020,Hombres,I. CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,"0,00"
39,        Telde,2020,Hombres,I. CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,"19,82"
40,        Teror,2020,Hombres,I. CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,"46,63"
41,        Valsequillo,2020,Hombres,I. CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,"21,27"
42,        Valleseco,2020,Hombres,I. CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,"0,00"
43,        Vega de San Mateo,2020,Hombres,I. CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,"127,49"
45,        Agaete,2019,Hombres,I. CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,"0,00"
46,        Agüimes,2019,Hombres,I. CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,"6,23"
47,        Artenara,2019,Hombres,I. CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,"0,00"
48,        Arucas,2019,Hombres,I. CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,"0,00"
49,        Firgas,2019,Hombres,I. CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,"0,00"
50,        Gáldar,2019,Hombres,I. CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,"32,97"
51,        Ingenio,2019,Hombres,I. CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,"6,32"
52,        Mogán,2019,Hombres,I. CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,"0,00"
53,        Moya,2019,Hombres,I. CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,"0,00"
54,        Palmas de Gran Canaria (Las),2019,Hombres,I. CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,"16,88"
55,        San Bartolomé de Tirajana,2019,Hombres,I. CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,"10,76"
56,        Aldea de San Nicolás (La),2019,Hombres,I. CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,"26,02"
57,        Santa Brígida,2019,Hombres,I. CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,"0,00"
58,        Santa Lucía,2019,Hombres,I. CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,"0,00"
59,        Santa María de Guía,2019,Hombres,I. CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,"14,47"
60,        Tejeda,2019,Hombres,I. CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,"0,00"
61,        Telde,2019,Hombres,I. CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,"9,91"
62,        Teror,2019,Hombres,I. CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,"0,00"
63,        Valsequillo,2019,Hombres,I. CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,"0,00"
64,        Valleseco,2019,Hombres,I. CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,"0,00"
65,        Vega de San Mateo,2019,Hombres,I. CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,"25,62"
67,        Agaete,2018,Hombres,I. CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,"0,00"
68,        Agüimes,2018,Hombres,I. CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,"31,48"
69,        Artenara,2018,Hombres,I. CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,"0,00"
70,        Arucas,2018,Hombres,I. CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,"15,90"
71,        Firgas,2018,Hombres,I. CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,"53,18"
72,        Gáldar,2018,Hombres,I. CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,"16,52"
73,        Ingenio,2018,Hombres,I. CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,"0,00"
74,        Mogán,2018,Hombres,I. CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,"9,75"
75,        Moya,2018,Hombres,I. CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,"0,00"
76,        Palmas de Gran Canaria (Las),2018,Hombres,I. CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,"15,83"
77,        San Bartolomé de Tirajana,2018,Hombres,I. CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,"25,08"
78,        Aldea de San Nicolás (La),2018,Hombres,I. CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,"0,00"
79,        Santa Brígida,2018,Hombres,I. CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,"0,00"
80,        Santa Lucía,2018,Hombres,I. CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,"5,51"
81,        Santa María de Guía,2018,Hombres,I. CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,"28,91"
82,        Tejeda,2018,Hombres,I. CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,"0,00"
83,        Telde,2018,Hombres,I. CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,"11,90"
84,        Teror,2018,Hombres,I. CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,"0,00"
85,        Valsequillo,2018,Hombres,I. CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,"0,00"
86,        Valleseco,2018,Hombres,I. CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,"0,00"
87,        Vega de San Mateo,2018,Hombres,I. CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,"0,00"
89,        Agaete,2021,Hombres,II. TUMORES [NEOPLASIAS],"280,80"
90,        Agüimes,2021,Hombres,II. TUMORES [NEOPLASIAS],"216,30"
91,        Artenara,2021,Hombres,II. TUMORES [NEOPLASIAS],"336,70"
92,        Arucas,2021,Hombres,II. TUMORES [NEOPLASIAS],"266,95"
93,        Firgas,2021,Hombres,II. TUMORES [NEOPLASIAS],"104,88"
94,        Gáldar,2021,Hombres,II. TUMORES [NEOPLASIAS],"252,59"
95,        Ingenio,2021,Hombres,II. TUMORES [NEOPLASIAS],"168,47"
96,        Mogán,2021,Hombres,II. TUMORES [NEOPLASIAS],"237,30"
97,        Moya,2021,Hombres,II. TUMORES [NEOPLASIAS],"325,73"
98,        Palmas de Gran Canaria (Las),2021,Hombres,II. TUMORES [NEOPLASIAS],"309,73"
99,        San Bartolomé de Tirajana,2021,Hombres,II. TUMORES [NEOPLASIAS],"274,00"
100,        Aldea de San Nicolás (La),2021,Hombres,II. TUMORES [NEOPLASIAS],"231,90"
101,        Santa Brígida,2021,Hombres,II. TUMORES [NEOPLASIAS],"240,59"
102,        Santa Lucía,2021,Hombres,II. TUMORES [NEOPLASIAS],"206,29"
103,        Santa María de Guía,2021,Hombres,II. TUMORES [NEOPLASIAS],"246,23"
104,        Tejeda,2021,Hombres,II. TUMORES [NEOPLASIAS],"199,20"
105,        Telde,2021,Hombres,II. TUMORES [NEOPLASIAS],"254,03"
106,        Teror,2021,Hombres,II. TUMORES [NEOPLASIAS],"108,14"
107,        Valsequillo,2021,Hombres,II. TUMORES [NEOPLASIAS],"211,24"
108,        Valleseco,2021,Hombres,II. TUMORES [NEOPLASIAS],"305,65"
109,        Vega de San Mateo,2021,Hombres,II. TUMORES [NEOPLASIAS],"430,93"
111,        Agaete,2020,Hombres,II. TUMORES [NEOPLASIAS],"247,52"
112,        Agüimes,2020,Hombres,II. TUMORES [NEOPLASIAS],"222,79"
113,        Artenara,2020,Hombres,II. TUMORES [NEOPLASIAS],....
114,        Arucas,2020,Hombres,II. TUMORES [NEOPLASIAS],"329,57"
115,        Firgas,2020,Hombres,II. TUMORES [NEOPLASIAS],"211,98"
116,        Gáldar,2020,Hombres,II. TUMORES [NEOPLASIAS],"294,94"
117,        Ingenio,2020,Hombres,II. TUMORES [NEOPLASIAS],"219,44"
118,        Mogán,2020,Hombres,II. TUMORES [NEOPLASIAS],"160,39"
119,        Moya,2020,Hombres,II. TUMORES [NEOPLASIAS],"303,03"
120,        Palmas de Gran Canaria (Las),2020,Hombres,II. TUMORES [NEOPLASIAS],"315,44"
121,        San Bartolomé de Tirajana,2020,Hombres,II. TUMORES [NEOPLASIAS],"240,96"
122,        Aldea de San Nicolás (La),2020,Hombres,II. TUMORES [NEOPLASIAS],"155,72"
123,        Santa Brígida,2020,Hombres,II. TUMORES [NEOPLASIAS],"306,78"
124,        Santa Lucía,2020,Hombres,II. TUMORES [NEOPLASIAS],"173,31"
125,        Santa María de Guía,2020,Hombres,II. TUMORES [NEOPLASIAS],"361,79"
126,        Tejeda,2020,Hombres,II. TUMORES [NEOPLASIAS],"393,70"
127,        Telde,2020,Hombres,II. TUMORES [NEOPLASIAS],"255,72"
128,        Teror,2020,Hombres,II. TUMORES [NEOPLASIAS],"326,39"
129,        Valsequillo,2020,Hombres,II. TUMORES [NEOPLASIAS],"233,99"
130,        Valleseco,2020,Hombres,II. TUMORES [NEOPLASIAS],"305,65"
131,        Vega de San Mateo,2020,Hombres,II. TUMORES [NEOPLASIAS],"229,47"
133,        Agaete,2019,Hombres,II. TUMORES [NEOPLASIAS],"357,65"
134,        Agüimes,2019,Hombres,II. TUMORES [NEOPLASIAS],"168,20"
135,        Artenara,2019,Hombres,II. TUMORES [NEOPLASIAS],"0,00"
136,        Arucas,2019,Hombres,II. TUMORES [NEOPLASIAS],"288,88"
137,        Firgas,2019,Hombres,II. TUMORES [NEOPLASIAS],"212,99"
138,        Gáldar,2019,Hombres,II. TUMORES [NEOPLASIAS],"247,28"
139,        Ingenio,2019,Hombres,II. TUMORES [NEOPLASIAS],"195,77"
140,        Mogán,2019,Hombres,II. TUMORES [NEOPLASIAS],"105,01"
141,        Moya,2019,Hombres,II. TUMORES [NEOPLASIAS],"305,65"
142,        Palmas de Gran Canaria (Las),2019,Hombres,II. TUMORES [NEOPLASIAS],"301,10"
143,        San Bartolomé de Tirajana,2019,Hombres,II. TUMORES [NEOPLASIAS],"200,91"
144,        Aldea de San Nicolás (La),2019,Hombres,II. TUMORES [NEOPLASIAS],"312,26"
145,        Santa Brígida,2019,Hombres,II. TUMORES [NEOPLASIAS],"340,29"
146,        Santa Lucía,2019,Hombres,II. TUMORES [NEOPLASIAS],"148,96"
147,        Santa María de Guía,2019,Hombres,II. TUMORES [NEOPLASIAS],"217,05"
148,        Tejeda,2019,Hombres,II. TUMORES [NEOPLASIAS],"97,66"
149,        Telde,2019,Hombres,II. TUMORES [NEOPLASIAS],"267,67"
150,        Teror,2019,Hombres,II. TUMORES [NEOPLASIAS],"264,84"
151,        Valsequillo,2019,Hombres,II. TUMORES [NEOPLASIAS],"191,61"
152,        Valleseco,2019,Hombres,II. TUMORES [NEOPLASIAS],"407,96"
153,        Vega de San Mateo,2019,Hombres,II. TUMORES [NEOPLASIAS],"409,94"
155,        Agaete,2018,Hombres,II. TUMORES [NEOPLASIAS],"286,94"
156,        Agüimes,2018,Hombres,II. TUMORES [NEOPLASIAS],"201,50"
157,        Artenara,2018,Hombres,II. TUMORES [NEOPLASIAS],"169,78"
158,        Arucas,2018,Hombres,II. TUMORES [NEOPLASIAS],"185,50"
159,        Firgas,2018,Hombres,II. TUMORES [NEOPLASIAS],"319,06"
160,        Gáldar,2018,Hombres,II. TUMORES [NEOPLASIAS],"355,11"
161,        Ingenio,2018,Hombres,II. TUMORES [NEOPLASIAS],"198,07"
162,        Mogán,2018,Hombres,II. TUMORES [NEOPLASIAS],"155,96"
163,        Moya,2018,Hombres,II. TUMORES [NEOPLASIAS],"356,87"
164,        Palmas de Gran Canaria (Las),2018,Hombres,II. TUMORES [NEOPLASIAS],"322,01"
165,        San Bartolomé de Tirajana,2018,Hombres,II. TUMORES [NEOPLASIAS],"211,39"
166,        Aldea de San Nicolás (La),2018,Hombres,II. TUMORES [NEOPLASIAS],"258,80"
167,        Santa Brígida,2018,Hombres,II. TUMORES [NEOPLASIAS],"341,00"
168,        Santa Lucía,2018,Hombres,II. TUMORES [NEOPLASIAS],"193,00"
169,        Santa María de Guía,2018,Hombres,II. TUMORES [NEOPLASIAS],"361,38"
170,        Tejeda,2018,Hombres,II. TUMORES [NEOPLASIAS],"289,58"
171,        Telde,2018,Hombres,II. TUMORES [NEOPLASIAS],"220,11"
172,        Teror,2018,Hombres,II. TUMORES [NEOPLASIAS],"265,21"
173,        Valsequillo,2018,Hombres,II. TUMORES [NEOPLASIAS],"341,88"
174,        Valleseco,2018,Hombres,II. TUMORES [NEOPLASIAS],"203,15"
175,        Vega de San Mateo,2018,Hombres,II. TUMORES [NEOPLASIAS],"305,97"
177,        Agaete,2021,Hombres,III. ENFS. DE SANGRE Y DE ÓRGS. HEMATOPOYÉTICOS; Y CIERTOS TRASTS. QUE AFECTAN MECAN. INMUNIDAD,"0,00"
178,        Agüimes,2021,Hombres,III. ENFS. DE SANGRE Y DE ÓRGS. HEMATOPOYÉTICOS; Y CIERTOS TRASTS. QUE AFECTAN MECAN. INMUNIDAD,"0,00"
179,        Artenara,2021,Hombres,III. ENFS. DE SANGRE Y DE ÓRGS. HEMATOPOYÉTICOS; Y CIERTOS TRASTS. QUE AFECTAN MECAN. INMUNIDAD,"0,00"
180,        Arucas,2021,Hombres,III. ENFS. DE SANGRE Y DE ÓRGS. HEMATOPOYÉTICOS; Y CIERTOS TRASTS. QUE AFECTAN MECAN. INMUNIDAD,"0,00"
181,        Firgas,2021,Hombres,III. ENFS. DE SANGRE Y DE ÓRGS. HEMATOPOYÉTICOS; Y CIERTOS TRASTS. QUE AFECTAN MECAN. INMUNIDAD,"0,00"
182,        Gáldar,2021,Hombres,III. ENFS. DE SANGRE Y DE ÓRGS. HEMATOPOYÉTICOS; Y CIERTOS TRASTS. QUE AFECTAN MECAN. INMUNIDAD,"0,00"
183,        Ingenio,2021,Hombres,III. ENFS. DE SANGRE Y DE ÓRGS. HEMATOPOYÉTICOS; Y CIERTOS TRASTS. QUE AFECTAN MECAN. INMUNIDAD,"0,00"
184,        Mogán,2021,Hombres,III. ENFS. DE SANGRE Y DE ÓRGS. HEMATOPOYÉTICOS; Y CIERTOS TRASTS. QUE AFECTAN MECAN. INMUNIDAD,"0,00"
185,        Moya,2021,Hombres,III. ENFS. DE SANGRE Y DE ÓRGS. HEMATOPOYÉTICOS; Y CIERTOS TRASTS. QUE AFECTAN MECAN. INMUNIDAD,"0,00"
186,        Palmas de Gran Canaria (Las),2021,Hombres,III. ENFS. DE SANGRE Y DE ÓRGS. HEMATOPOYÉTICOS; Y CIERTOS TRASTS. QUE AFECTAN MECAN. INMUNIDAD,"2,74"
187,        San Bartolomé de Tirajana,2021,Hombres,III. ENFS. DE SANGRE Y DE ÓRGS. HEMATOPOYÉTICOS; Y CIERTOS TRASTS. QUE AFECTAN MECAN. INMUNIDAD,"7,21"
188,        Aldea de San Nicolás (La),2021,Hombres,III. ENFS. DE SANGRE Y DE ÓRGS. HEMATOPOYÉTICOS; Y CIERTOS TRASTS. QUE AFECTAN MECAN. INMUNIDAD,"25,77"
189,        Santa Brígida,2021,Hombres,III. ENFS. DE SANGRE Y DE ÓRGS. HEMATOPOYÉTICOS; Y CIERTOS TRASTS. QUE AFECTAN MECAN. INMUNIDAD,"0,00"
190,        Santa Lucía,2021,Hombres,III. ENFS. DE SANGRE Y DE ÓRGS. HEMATOPOYÉTICOS; Y CIERTOS TRASTS. QUE AFECTAN MECAN. INMUNIDAD,"2,71"
191,        Santa María de Guía,2021,Hombres,III. ENFS. DE SANGRE Y DE ÓRGS. HEMATOPOYÉTICOS; Y CIERTOS TRASTS. QUE AFECTAN MECAN. INMUNIDAD,"0,00"
192,        Tejeda,2021,Hombres,III. ENFS. DE SANGRE Y DE ÓRGS. HEMATOPOYÉTICOS; Y CIERTOS TRASTS. QUE AFECTAN MECAN. INMUNIDAD,"0,00"
193,        Telde,2021,Hombres,III. ENFS. DE SANGRE Y DE ÓRGS. HEMATOPOYÉTICOS; Y CIERTOS TRASTS. QUE AFECTAN MECAN. INMUNIDAD,"1,98"
194,        Teror,2021,Hombres,III. ENFS. DE SANGRE Y DE ÓRGS. HEMATOPOYÉTICOS; Y CIERTOS TRASTS. QUE AFECTAN MECAN. INMUNIDAD,"0,00"
195,        Valsequillo,2021,Hombres,III. ENFS. DE SANGRE Y DE ÓRGS. HEMATOPOYÉTICOS; Y CIERTOS TRASTS. QUE AFECTAN MECAN. INMUNIDAD,"0,00"
196,        Valleseco,2021,Hombres,III. ENFS. DE SANGRE Y DE ÓRGS. HEMATOPOYÉTICOS; Y CIERTOS TRASTS. QUE AFECTAN MECAN. INMUNIDAD,"0,00"
197,        Vega de San Mateo,2021,Hombres,III. ENFS. DE SANGRE Y DE ÓRGS. HEMATOPOYÉTICOS; Y CIERTOS TRASTS. QUE AFECTAN MECAN. INMUNIDAD,"0,00"
199,        Agaete,2020,Hombres,III. ENFS. DE SANGRE Y DE ÓRGS. HEMATOPOYÉTICOS; Y CIERTOS TRASTS. QUE AFECTAN MECAN. INMUNIDAD,"0,00"
200,        Agüimes,2020,Hombres,III. ENFS. DE SANGRE Y DE ÓRGS. HEMATOPOYÉTICOS; Y CIERTOS TRASTS. QUE AFECTAN MECAN. INMUNIDAD,"0,00"
201,        Artenara,2020,Hombres,III. ENFS. DE SANGRE Y DE ÓRGS. HEMATOPOYÉTICOS; Y CIERTOS TRASTS. QUE AFECTAN MECAN. INMUNIDAD,....
202,        Arucas,2020,Hombres,III. ENFS. DE SANGRE Y DE ÓRGS. HEMATOPOYÉTICOS; Y CIERTOS TRASTS. QUE AFECTAN MECAN. INMUNIDAD,"0,00"
203,        Firgas,2020,Hombres,III. ENFS. DE SANGRE Y DE ÓRGS. HEMATOPOYÉTICOS; Y CIERTOS TRASTS. QUE AFECTAN MECAN. INMUNIDAD,"0,00"
204,        Gáldar,2020,Hombres,III. ENFS. DE SANGRE Y DE ÓRGS. HEMATOPOYÉTICOS; Y CIERTOS TRASTS. QUE AFECTAN MECAN. INMUNIDAD,"0,00"
205,        Ingenio,2020,Hombres,III. ENFS. DE SANGRE Y DE ÓRGS. HEMATOPOYÉTICOS; Y CIERTOS TRASTS. QUE AFECTAN MECAN. INMUNIDAD,"0,00"
206,        Mogán,2020,Hombres,III. ENFS. DE SANGRE Y DE ÓRGS. HEMATOPOYÉTICOS; Y CIERTOS TRASTS. QUE AFECTAN MECAN. INMUNIDAD,"0,00"
207,        Moya,2020,Hombres,III. ENFS. DE SANGRE Y DE ÓRGS. HEMATOPOYÉTICOS; Y CIERTOS TRASTS. QUE AFECTAN MECAN. INMUNIDAD,"0,00"
208,        Palmas de Gran Canaria (Las),2020,Hombres,III. ENFS. DE SANGRE Y DE ÓRGS. HEMATOPOYÉTICOS; Y CIERTOS TRASTS. QUE AFECTAN MECAN. INMUNIDAD,"2,18"
209,        San Bartolomé de Tirajana,2020,Hombres,III. ENFS. DE SANGRE Y DE ÓRGS. HEMATOPOYÉTICOS; Y CIERTOS TRASTS. QUE AFECTAN MECAN. INMUNIDAD,"0,00"
210,        Aldea de San Nicolás (La),2020,Hombres,III. ENFS. DE SANGRE Y DE ÓRGS. HEMATOPOYÉTICOS; Y CIERTOS TRASTS. QUE AFECTAN MECAN. INMUNIDAD,"0,00"
211,        Santa Brígida,2020,Hombres,III. ENFS. DE SANGRE Y DE ÓRGS. HEMATOPOYÉTICOS; Y CIERTOS TRASTS. QUE AFECTAN MECAN. INMUNIDAD,"10,96"
212,        Santa Lucía,2020,Hombres,III. ENFS. DE SANGRE Y DE ÓRGS. HEMATOPOYÉTICOS; Y CIERTOS TRASTS. QUE AFECTAN MECAN. INMUNIDAD,"0,00"
213,        Santa María de Guía,2020,Hombres,III. ENFS. DE SANGRE Y DE ÓRGS. HEMATOPOYÉTICOS; Y CIERTOS TRASTS. QUE AFECTAN MECAN. INMUNIDAD,"0,00"
214,        Tejeda,2020,Hombres,III. ENFS. DE SANGRE Y DE ÓRGS. HEMATOPOYÉTICOS; Y CIERTOS TRASTS. QUE AFECTAN MECAN. INMUNIDAD,"0,00"
215,        Telde,2020,Hombres,III. ENFS. DE SANGRE Y DE ÓRGS. HEMATOPOYÉTICOS; Y CIERTOS TRASTS. QUE AFECTAN MECAN. INMUNIDAD,"3,96"
216,        Teror,2020,Hombres,III. ENFS. DE SANGRE Y DE ÓRGS. HEMATOPOYÉTICOS; Y CIERTOS TRASTS. QUE AFECTAN MECAN. INMUNIDAD,"0,00"
217,        Valsequillo,2020,Hombres,III. ENFS. DE SANGRE Y DE ÓRGS. HEMATOPOYÉTICOS; Y CIERTOS TRASTS. QUE AFECTAN MECAN. INMUNIDAD,"0,00"
218,        Valleseco,2020,Hombres,III. ENFS. DE SANGRE Y DE ÓRGS. HEMATOPOYÉTICOS; Y CIERTOS TRASTS. QUE AFECTAN MECAN. INMUNIDAD,"0,00"
219,        Vega de San Mateo,2020,Hombres,III. ENFS. DE SANGRE Y DE ÓRGS. HEMATOPOYÉTICOS; Y CIERTOS TRASTS. QUE AFECTAN MECAN. INMUNIDAD,"0,00"
221,        Agaete,2019,Hombres,III. ENFS. DE SANGRE Y DE ÓRGS. HEMATOPOYÉTICOS; Y CIERTOS TRASTS. QUE AFECTAN MECAN. INMUNIDAD,"0,00"
222,        Agüimes,2019,Hombres,III. ENFS. DE SANGRE Y DE ÓRGS. HEMATOPOYÉTICOS; Y CIERTOS TRASTS. QUE AFECTAN MECAN. INMUNIDAD,"0,00"
223,        Artenara,2019,Hombres,III. ENFS. DE SANGRE Y DE ÓRGS. HEMATOPOYÉTICOS; Y CIERTOS TRASTS. QUE AFECTAN MECAN. INMUNIDAD,"0,00"
224,        Arucas,2019,Hombres,III. ENFS. DE SANGRE Y DE ÓRGS. HEMATOPOYÉTICOS; Y CIERTOS TRASTS. QUE AFECTAN MECAN. INMUNIDAD,"5,25"
225,        Firgas,2019,Hombres,III. ENFS. DE SANGRE Y DE ÓRGS. HEMATOPOYÉTICOS; Y CIERTOS TRASTS. QUE AFECTAN MECAN. INMUNIDAD,"0,00"
226,        Gáldar,2019,Hombres,III. ENFS. DE SANGRE Y DE ÓRGS. HEMATOPOYÉTICOS; Y CIERTOS TRASTS. QUE AFECTAN MECAN. INMUNIDAD,"0,00"
227,        Ingenio,2019,Hombres,III. ENFS. DE SANGRE Y DE ÓRGS. HEMATOPOYÉTICOS; Y CIERTOS TRASTS. QUE AFECTAN MECAN. INMUNIDAD,"0,00"
228,        Mogán,2019,Hombres,III. ENFS. DE SANGRE Y DE ÓRGS. HEMATOPOYÉTICOS; Y CIERTOS TRASTS. QUE AFECTAN MECAN. INMUNIDAD,"0,00"
229,        Moya,2019,Hombres,III. ENFS. DE SANGRE Y DE ÓRGS. HEMATOPOYÉTICOS; Y CIERTOS TRASTS. QUE AFECTAN MECAN. INMUNIDAD,"0,00"
230,        Palmas de Gran Canaria (Las),2019,Hombres,III. ENFS. DE SANGRE Y DE ÓRGS. HEMATOPOYÉTICOS; Y CIERTOS TRASTS. QUE AFECTAN MECAN. INMUNIDAD,"1,63"
